ENG:ESD data,AX1939771,GASKET FOAM SD W100 E1,,1939771,Boyd,Y,PL01,BULK,BOYD,Axis,CHO,AVL,Camel,2019-06-12,,Manufacturer change to BOYD,CHANGE IN PROGRESS,1939771,,MPN-KWI236427,1,2019-01-14,2019-01-03 14:19:47,Walkiewicz Agnieszka,2019-06-17 12:50:25,Nagorski Tomasz,2019-06-17 12:50:25,2019-01-14 09:30:09,OTHER,BOXBUILD,,,,,,,Not required,,,,,10000,C7,No,0,1901,,,,,,,,,
ENG:ESD data,AX1943665,RES 33K 1/20W 25V 1% SMD 0201,,CR0201-**-***LF,Bourns,Y,PL01,REEL,BOURNS,Axis,CHO,AVL,Camel,2019-06-17,CR0201-FW-3302GLF,,CREATION IN PROGRESS,CR0201-FW-3302GLF,,,,,2019-06-17 00:14:46,Niedostatkiewicz Malgorzata,2019-06-18 22:35:11,Knot Marcin,2019-06-18 22:35:11,,RESISTOR,SMT,SMD,R0201,0.60,0.30,0.23,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1943665,RES 33K 1/20W 25V 1% SMD 0201,,CRCW0201*****,Vishay,Y,PL01,REEL,VISHAY,Axis,CHO,AVL,Camel,2019-06-17,CRCW020133K0FKED,,CREATION IN PROGRESS,CRCW020133K0FKED,,,,,2019-06-17 00:17:27,Niedostatkiewicz Malgorzata,2019-06-18 22:31:31,Knot Marcin,2019-06-18 22:31:31,,RESISTOR,SMT,SMD,R0201,0.60,0.30,0.23,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1943665,RES 33K 1/20W 25V 1% SMD 0201,,ERJ1GN*****,Panasonic,Y,PL01,REEL,PANASONIC,Axis,CHO,AVL,Camel,2019-06-17,ERJ-1GNF3302C,,CREATION IN PROGRESS,ERJ-1GNF3302C,,,,,2019-06-17 00:16:41,Niedostatkiewicz Malgorzata,2019-06-18 22:32:40,Knot Marcin,2019-06-18 22:32:40,,RESISTOR,SMT,SMD,R0201,0.60,0.30,0.23,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1943665,RES 33K 1/20W 25V 1% SMD 0201,,RC0603*,Samsung,Y,PL01,REEL,SAMSUNG,Axis,CHO,AVL,Camel,2019-06-17,RC0603F333CS,,CREATION IN PROGRESS,RC0603F333CS,,,,,2019-06-17 00:13:42,Niedostatkiewicz Malgorzata,2019-06-18 22:36:28,Knot Marcin,2019-06-18 22:36:28,,RESISTOR,SMT,SMD,R0201,0.60,0.30,0.23,,1,,,,,,,No,1,1925,,,,,,,,,
ENG:ESD data,AX1943665,RES 33K 1/20W 25V 1% SMD 0201,,RK73G1HT*****,KOA Speer,Y,PL01,REEL,KOA,Axis,CHO,AVL,Camel,2019-06-17,RK73G1HTTC3302F,,CREATION IN PROGRESS,RK73G1HTTC3302F,,,,,2019-06-17 00:15:29,Niedostatkiewicz Malgorzata,2019-06-18 22:34:21,Knot Marcin,2019-06-18 22:34:21,,RESISTOR,SMT,SMD,R0201,0.60,0.30,0.23,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1943665,RES 33K 1/20W 25V 1% SMD 0201,,RK73H1HT*****,KOA Speer,Y,PL01,REEL,KOA,Axis,CHO,AVL,Camel,2019-06-17,RK73H1HTTC3302F,,CREATION IN PROGRESS,RK73H1HTTC3302F,,,,,2019-06-17 00:16:07,Niedostatkiewicz Malgorzata,2019-06-18 22:33:32,Knot Marcin,2019-06-18 22:33:32,,RESISTOR,SMT,SMD,R0201,0.60,0.30,0.23,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1951722,CAP 560P 25V CER C0G 5% 0201 WT59,,GRM03,Murata,Y,PL01,REEL,MURATAELEC,Axis,CHO,AVL,camel,2019-07-02,GRM0335C1E561JA01D_Prototyp,Prosze o akceptację MPN:GRM0335C1E561JA01D,CREATION IN PROGRESS,GRM0335C1E561JA01D,,,,,2019-07-01 09:17:48,Walkiewicz Agnieszka,2019-07-03 11:36:07,Krauze Leszek,2019-07-03 11:36:07,,CAPACITOR,SMT,,C0201,0.60,0.30,0.30,,1,,,,,,,No,0,1927,,,,,,,,,
ENG:ESD data,AX1956903,FITTING SET FOR Q1700,,R8001627,DSS,Y,PL01,BULK,DSSMITH,Axis,CHO,Specification,spec,2019-06-12,Chapman,"dostawca potwierdzil, ze dla tego komponentu nadali MPN R8001627",DELETION IN PROGRESS,AX1956903,,MPN-KWI241460,1,2019-03-25,2019-03-15 14:19:33,Walkiewicz Agnieszka,2019-06-17 12:57:08,Nagorski Tomasz,2019-06-17 12:57:08,2019-03-25 14:54:45,OTHER,BOXBUILD,MECH,,,,,,Not required,,,,,10000,C7,No,0,1911,,,,,,,,,
ENG:ESD data,AX1956903,FITTING SET FOR Q1700,,R8001627,DSS,Y,PL01,BULK,DSSMITH,Axis,CHO,Specification,spec,2019-06-12,Chapman,"dostawca potwierdzil, ze dla tego komponentu nadali MPN R8001627",CREATION IN PROGRESS,R8001627,,,,,2019-03-15 14:19:33,Walkiewicz Agnieszka,2019-06-17 12:57:08,Nagorski Tomasz,2019-06-17 12:57:08,2019-03-25 14:54:45,OTHER,BOXBUILD,MECH,,,,,,Not required,,,,,10000,C7,No,0,1911,,,,,,,,,
ENG:ESD data,AX1958879,CAP 10U 16V CER X5R 20% 0603 WT58 ~,,*MK107*****,TAIYO YUDEN,Y,PL01,REEL,TAIYOYUDEN,Axis,CHO,AVL,camel,2019-06-18,EMK107BBJ106MA-T,,CREATION IN PROGRESS,EMK107BBJ106MA-T,,,,,2019-06-18 09:13:43,Walkiewicz Agnieszka,2019-06-18 09:18:36,Knot Marcin,2019-06-18 09:18:36,,CAPACITOR,SMT,,C0603,1.60,0.80,0.80,,1,,,,,,,No,1,1925,,,,,,,,,
ENG:ESD data,AX1958879,CAP 10U 16V CER X5R 20% 0603 WT58 ~,,0603*****,Walsin,Y,PL01,REEL,WALSIN,Axis,CHO,AVL,camel,2019-06-18,0603X106M160CT,,CREATION IN PROGRESS,0603X106M160CT,,,,,2019-06-18 09:10:45,Walkiewicz Agnieszka,2019-06-18 09:22:35,Knot Marcin,2019-06-18 09:22:35,,CAPACITOR,SMT,,C0603,1.60,0.80,0.80,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1958879,CAP 10U 16V CER X5R 20% 0603 WT58 ~,,C0603***,VENKEL,Y,PL01,REEL,VENKEL,Axis,CHO,AVL,camel,2019-06-18,C0603X5R160-106MNP,,CREATION IN PROGRESS,C0603X5R160-106MNP,,,,,2019-06-18 09:09:44,Walkiewicz Agnieszka,2019-06-18 09:23:26,Knot Marcin,2019-06-18 09:23:26,,CAPACITOR,SMT,,C0603,1.60,0.80,0.80,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1958879,CAP 10U 16V CER X5R 20% 0603 WT58 ~,,C1608*****,TDK,Y,PL01,REEL,TDK,Axis,CHO,AVL,camel,2019-06-18,C1608X5R1E106M080AC,,CREATION IN PROGRESS,C1608X5R1E106M080AC,,,,,2019-06-18 09:10:19,Walkiewicz Agnieszka,2019-06-18 09:24:37,Knot Marcin,2019-06-18 09:24:37,,CAPACITOR,SMT,,C0603,1.60,0.80,0.80,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1958879,CAP 10U 16V CER X5R 20% 0603 WT58 ~,,CC0603*****,Yageo,Y,PL01,REEL,YAGEO,Axis,CHO,AVL,camel,2019-06-18,CC0603MRX5R7BB106,,CREATION IN PROGRESS,CC0603MRX5R7BB106,,,,,2019-06-18 09:11:22,Walkiewicz Agnieszka,2019-06-18 09:26:58,Knot Marcin,2019-06-18 09:26:58,,CAPACITOR,SMT,,C0603,1.60,0.80,0.80,,1,,,,,,,No,0,1925,,,,,,,,,
ENG:ESD data,AX1958879,CAP 10U 16V CER X5R 20% 0603 WT58 ~,,CL10*****,Samsung,Y,PL01,REEL,SAMSUNG,Axis,CHO,AVL,camel,2019-06-18,CL10A106MO8NQNC,,CREATION IN PROGRESS,CL10A106MO8NQNC,,,,,2019-06-18 09:11:47,Walkiewicz Agnieszka,2019-06-18 09:28:07,Knot Marcin,2019-06-18 09:28:07,,CAPACITOR,SMT,,C0603,1.60,0.80,0.80,,1,,,,,,,No,1,1925,,,,,,,,,
ENG:ESD data,AX1960195,X-TAL 50MHZ 8PF +-40PPM WT49 SMD,,Q22FA1280063300,SEIKO EPSON,Y,PL01,REEL,EPSON,Axis,CHO,AVL,Camel,2019-05-29,prototyp,"Prosze o dodanie Q22FA1280063312, Q22FA1280063314, Q22FA1280063318",USED,Q22FA1280063300,,MPN-KWI243507,1,2019-05-20,2019-05-09 14:36:39,Walkiewicz Agnieszka,2019-06-18 22:46:10,Knot Marcin,2019-06-18 22:46:10,2019-05-20 08:28:48,QUARTZ,SMT,,X-TAL,2.00,1.60,0.50,,Not required,,,,,10000,C7,No,1,1919,,,,,,,,,
ENG:ESD data,AX1960195,X-TAL 50MHZ 8PF +-40PPM WT49 SMD,,Q22FA1280063300,SEIKO EPSON,Y,PL01,REEL,EPSON,Axis,CHO,AVL,Camel,2019-05-29,prototyp,"Prosze o dodanie Q22FA1280063312, Q22FA1280063314, Q22FA1280063318",CREATION IN PROGRESS,Q22FA1280063312,,,,,2019-05-09 14:36:39,Walkiewicz Agnieszka,2019-06-18 22:46:10,Knot Marcin,2019-06-18 22:46:10,2019-05-20 08:28:48,QUARTZ,SMT,,X-TAL,2.00,1.60,0.50,,Not required,,,,,10000,C7,No,1,1919,,,,,,,,,
ENG:ESD data,AX1960195,X-TAL 50MHZ 8PF +-40PPM WT49 SMD,,Q22FA1280063300,SEIKO EPSON,Y,PL01,REEL,EPSON,Axis,CHO,AVL,Camel,2019-05-29,prototyp,"Prosze o dodanie Q22FA1280063312, Q22FA1280063314, Q22FA1280063318",CREATION IN PROGRESS,Q22FA1280063314,,,,,2019-05-09 14:36:39,Walkiewicz Agnieszka,2019-06-18 22:46:10,Knot Marcin,2019-06-18 22:46:10,2019-05-20 08:28:48,QUARTZ,SMT,,X-TAL,2.00,1.60,0.50,,Not required,,,,,10000,C7,No,1,1919,,,,,,,,,
ENG:ESD data,AX1960195,X-TAL 50MHZ 8PF +-40PPM WT49 SMD,,Q22FA1280063300,SEIKO EPSON,Y,PL01,REEL,EPSON,Axis,CHO,AVL,Camel,2019-05-29,prototyp,"Prosze o dodanie Q22FA1280063312, Q22FA1280063314, Q22FA1280063318",CREATION IN PROGRESS,Q22FA1280063318,,,,,2019-05-09 14:36:39,Walkiewicz Agnieszka,2019-06-18 22:46:10,Knot Marcin,2019-06-18 22:46:10,2019-05-20 08:28:48,QUARTZ,SMT,,X-TAL,2.00,1.60,0.50,,Not required,,,,,10000,C7,No,1,1919,,,,,,,,,
ENG:ESD data,AX1962751,CARTON OFFSET Q1700-LE,,P402850,DSS,Y,PL01,BULK,DSSMITH,Axis,CHO,Specification,spec,2019-06-12,Chapman,"dostawca potwierdzil, ze dla tego komponentu nadali MPN P402850",USED,AX1962751,,MPN-KWI241458,1,2019-03-25,2019-03-15 14:19:33,Walkiewicz Agnieszka,2019-06-17 12:59:15,Nagorski Tomasz,2019-06-17 12:58:58,2019-03-25 14:54:45,OTHER,BOXBUILD,MECH,,,,,,Not required,,,,,10000,C7,No,0,1911,,,,,,,,,
